prep_path	class_name	class_index
fc99b734-7f61-88d1-e040-11ac0c482e88.muat.tsv	Bone-Osteosarc	0
fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1.muat.tsv	Bone-Osteosarc	0
01658141-8398-4585-9f0f-8355dd9b0604.muat.tsv	Breast-AdenoCA	1
0448206f-3ade-4087-b1a9-4fb2d14e1367.muat.tsv	Breast-AdenoCA	1
07b5141f-ac79-439b-883b-b0183bbe7ff5.muat.tsv	Breast-AdenoCA	1
097a7d36-905b-72be-e050-11ac0d482c9a.muat.tsv	Breast-AdenoCA	1
110b5f05-ded7-45ec-b0f6-a941c92d77dd.muat.tsv	Breast-AdenoCA	1
13c312ec-0add-4758-ab8d-c193e2e08c6d.muat.tsv	Breast-AdenoCA	1
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa.muat.tsv	Breast-AdenoCA	1
1c0e384f-7254-4afe-93c0-b3fc6c6a7894.muat.tsv	Breast-AdenoCA	1
1eb62abc-7928-405b-84cc-f091ca5347b2.muat.tsv	Breast-AdenoCA	1
207f8a42-5b05-4876-b0ae-ebfaeea27844.muat.tsv	Breast-AdenoCA	1
2290b078-6a5b-4c83-9dfb-b525bbf14e4e.muat.tsv	Breast-AdenoCA	1
25c76a8f-77c0-4650-bddf-45ed0c10a2e6.muat.tsv	Breast-AdenoCA	1
25e4cad7-2403-4992-9cbc-433574673549.muat.tsv	Breast-AdenoCA	1
27f87d1e-2c32-4beb-9677-62f7a286673d.muat.tsv	Breast-AdenoCA	1
2b000af3-2c9d-4eaa-af3f-8101b7425c37.muat.tsv	Breast-AdenoCA	1
2da2b745-068d-408c-9163-3b3a78d4aaed.muat.tsv	Breast-AdenoCA	1
30dbe353-86d5-40ed-84c2-dbddf7beb17b.muat.tsv	Breast-AdenoCA	1
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec.muat.tsv	Breast-AdenoCA	1
36d1a85e-a09b-4537-86e0-eaf1eb03aed8.muat.tsv	Breast-AdenoCA	1
418e916b-7a4e-4fab-8616-15dcec4d79f8.muat.tsv	Breast-AdenoCA	1
41f140b8-72b9-4ae3-8b25-6144d9f94d0f.muat.tsv	Breast-AdenoCA	1
43f7a2e0-fec9-4e43-872d-18c6c946fa17.muat.tsv	Breast-AdenoCA	1
467ef778-f481-44f3-9768-b9900252d2ba.muat.tsv	Breast-AdenoCA	1
47312f61-5ef4-4f25-9320-8fbb4758790e.muat.tsv	Breast-AdenoCA	1
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9.muat.tsv	Breast-AdenoCA	1
546b982f-60d9-43df-9761-09369afbee2d.muat.tsv	Breast-AdenoCA	1
5a535c49-d42e-43c6-9d32-dc76f28d4f0f.muat.tsv	Breast-AdenoCA	1
5b7d5767-2037-4175-aec9-886776343181.muat.tsv	Breast-AdenoCA	1
5dbf3203-ce73-41e4-bf9a-32fc856f73f5.muat.tsv	Breast-AdenoCA	1
6764e0a2-7a78-45c1-9189-6001c6518ce4.muat.tsv	Breast-AdenoCA	1
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01.muat.tsv	Breast-AdenoCA	1
6c8e9197-fd16-4fed-bfda-e349cab26314.muat.tsv	Breast-AdenoCA	1
6d7f44df-e9f0-4542-a6d8-d14ee7804002.muat.tsv	Breast-AdenoCA	1
71fda5a9-7049-406f-9348-2c24f7ddf5f4.muat.tsv	Breast-AdenoCA	1
73936e8b-c893-4afd-bd1f-be90c06a4869.muat.tsv	Breast-AdenoCA	1
74039acd-5aca-4c65-818c-3b577d295be0.muat.tsv	Breast-AdenoCA	1
7456abd5-303e-4e6f-bf4e-47efefc7310f.muat.tsv	Breast-AdenoCA	1
74b57d2c-a83f-4798-b86b-a533975e4cc0.muat.tsv	Breast-AdenoCA	1
7b08e810-f3c9-4155-ac11-f45a3a4f8b41.muat.tsv	Breast-AdenoCA	1
84c77098-03d0-4b22-afb1-797703e85c6c.muat.tsv	Breast-AdenoCA	1
8691c87f-2468-44bb-a670-3dccd6da33c6.muat.tsv	Breast-AdenoCA	1
8e03e773-5557-4e78-889b-4710c515378f.muat.tsv	Breast-AdenoCA	1
9032b7fe-e38a-4641-a45e-67041668adc4.muat.tsv	Breast-AdenoCA	1
97064332-1d4f-4571-93ff-354ffe6d7df9.muat.tsv	Breast-AdenoCA	1
987528ac-437a-4eb8-a335-4f2076d5c006.muat.tsv	Breast-AdenoCA	1
987d41ee-6bab-490c-b0f2-bf28c0089de9.muat.tsv	Breast-AdenoCA	1
9c70688d-6e43-4520-9262-eaae4e4d597d.muat.tsv	Breast-AdenoCA	1
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b.muat.tsv	Breast-AdenoCA	1
a6c14ebc-81a2-44f7-af87-2b7ec85e5696.muat.tsv	Breast-AdenoCA	1
a85cf239-ff51-46e7-9b88-4c2cb49c66b9.muat.tsv	Breast-AdenoCA	1
aacaba97-ecde-440b-aae0-0e9c608c4b24.muat.tsv	Breast-AdenoCA	1
b27d75ba-5989-4200-bfe9-f1b7d7cf8008.muat.tsv	Breast-AdenoCA	1
b752b444-f033-4be4-9d24-e5e80b4181af.muat.tsv	Breast-AdenoCA	1
c61ded54-f80e-4da8-b1d8-e22551c96118.muat.tsv	Breast-AdenoCA	1
c67409b2-ac25-42a0-8543-4636ef132fe4.muat.tsv	Breast-AdenoCA	1
cc4f9175-a8c8-424a-99d7-8bd11cae0e52.muat.tsv	Breast-AdenoCA	1
d5372745-95cf-4572-a6e7-e7f5b796911a.muat.tsv	Breast-AdenoCA	1
d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d.muat.tsv	Breast-AdenoCA	1
d8fbb398-d1da-4444-984a-22c8523625da.muat.tsv	Breast-AdenoCA	1
db45d81f-695c-4f99-beea-6dbec1ff47fc.muat.tsv	Breast-AdenoCA	1
ddc7377d-82c3-480a-be3c-3d1da52c77d4.muat.tsv	Breast-AdenoCA	1
df291849-4c35-44e1-b013-8f6b7ee36113.muat.tsv	Breast-AdenoCA	1
e5593865-5f8e-4a4c-b36f-73fbe64d66da.muat.tsv	Breast-AdenoCA	1
e55f338f-97e2-4394-ae23-c92606069485.muat.tsv	Breast-AdenoCA	1
e7dc7492-3a84-49c7-8dea-8f508b53dc40.muat.tsv	Breast-AdenoCA	1
e8392f20-c9e3-4649-b64f-5b266c393a76.muat.tsv	Breast-AdenoCA	1
ea43434b-197e-48ac-ae2e-46bc7f3776de.muat.tsv	Breast-AdenoCA	1
ec4d4cbc-d5d1-418d-a292-cad9576624fd.muat.tsv	Breast-AdenoCA	1
f221cbb5-eefa-187f-e040-11ac0c481708.muat.tsv	Breast-AdenoCA	1
f393baf9-2710-9203-e040-11ac0d484504.muat.tsv	Breast-AdenoCA	1
f393bafd-1baa-e5f4-e040-11ac0d48450b.muat.tsv	Breast-AdenoCA	1
f393bafe-7503-5c45-e040-11ac0d484511.muat.tsv	Breast-AdenoCA	1
f393bafe-c99f-3725-e040-11ac0d484514.muat.tsv	Breast-AdenoCA	1
f393bb00-888d-710f-e040-11ac0d484518.muat.tsv	Breast-AdenoCA	1
f393bb01-6ed7-9533-e040-11ac0d484521.muat.tsv	Breast-AdenoCA	1
f393bb05-53c2-f80a-e040-11ac0d484528.muat.tsv	Breast-AdenoCA	1
f393bb05-c737-4cc3-e040-11ac0d48452a.muat.tsv	Breast-AdenoCA	1
f393bb07-270c-2c93-e040-11ac0d484533.muat.tsv	Breast-AdenoCA	1
f393bb08-4121-cad8-e040-11ac0d484535.muat.tsv	Breast-AdenoCA	1
f393bb08-5b50-e009-e040-11ac0d484537.muat.tsv	Breast-AdenoCA	1
f393bb0a-9b20-a0e5-e040-11ac0d48454e.muat.tsv	Breast-AdenoCA	1
f393bb0a-df7d-645c-e040-11ac0d484550.muat.tsv	Breast-AdenoCA	1
f393bb0b-08ed-3335-e040-11ac0d484554.muat.tsv	Breast-AdenoCA	1
f393bb0c-3ffa-cb72-e040-11ac0d48455c.muat.tsv	Breast-AdenoCA	1
f393bb0c-4178-ca4a-e040-11ac0d48455f.muat.tsv	Breast-AdenoCA	1
f39cc911-36a7-4c06-9e91-4ad86281db3d.muat.tsv	Breast-AdenoCA	1
f69e5057-eda6-4391-ba9a-aedbf6b572da.muat.tsv	Breast-AdenoCA	1
f7b847e5-0f5d-69b4-e040-11ac0c4845fe.muat.tsv	Breast-AdenoCA	1
f7b84b5d-8f28-e6b7-e040-11ac0c484704.muat.tsv	Breast-AdenoCA	1
f7b84bac-f161-9eee-e040-11ac0c4847ed.muat.tsv	Breast-AdenoCA	1
f7b84c09-15d4-3046-e040-11ac0c4847ff.muat.tsv	Breast-AdenoCA	1
f7c6486a-bb08-f77a-e040-11ac0c482953.muat.tsv	Breast-AdenoCA	1
f7c6a336-3126-7580-e040-11ac0c485971.muat.tsv	Breast-AdenoCA	1
f7c7373c-1972-4968-e040-11ac0d486e80.muat.tsv	Breast-AdenoCA	1
f7d128d2-3964-e3bc-e040-11ac0d481667.muat.tsv	Breast-AdenoCA	1
f7d7b3db-02af-61cb-e040-11ac0c480c03.muat.tsv	Breast-AdenoCA	1
f7e4a2a8-093d-9e36-e040-11ac0d480c7d.muat.tsv	Breast-AdenoCA	1
f7e7b258-b4b2-e6c5-e040-11ac0d486773.muat.tsv	Breast-AdenoCA	1
f7e7d61f-e2dc-b523-e040-11ac0c482000.muat.tsv	Breast-AdenoCA	1
f7ed28a6-8f5f-e87b-e040-11ac0c48120e.muat.tsv	Breast-AdenoCA	1
f7f3e156-0dde-72b9-e040-11ac0d48542c.muat.tsv	Breast-AdenoCA	1
f7f66114-e321-1d4c-e040-11ac0d48541a.muat.tsv	Breast-AdenoCA	1
f7f6619b-fae8-3381-e040-11ac0c483f78.muat.tsv	Breast-AdenoCA	1
f7fdda4f-7bf7-ede7-e040-11ac0c486e57.muat.tsv	Breast-AdenoCA	1
f809247c-2bab-ab06-e040-11ac0d482b8a.muat.tsv	Breast-AdenoCA	1
f8f749b7-547d-49fa-9da2-44eed962b6fd.muat.tsv	Breast-AdenoCA	1
fb9135d9-2acf-41dd-8552-359e6b8c9470.muat.tsv	Breast-AdenoCA	1
fc447d4f-2532-c8ea-e040-11ac0c48469f.muat.tsv	Breast-AdenoCA	1
fc447d51-cdc2-a180-e040-11ac0c4846a4.muat.tsv	Breast-AdenoCA	1
fc447d53-24d1-c83d-e040-11ac0c4846a6.muat.tsv	Breast-AdenoCA	1
fc447d55-95d8-0b34-e040-11ac0d483afa.muat.tsv	Breast-AdenoCA	1
fc447d56-0d53-e0c3-e040-11ac0c4846a8.muat.tsv	Breast-AdenoCA	1
fc639186-8302-798e-e040-11ac0c484cec.muat.tsv	Breast-AdenoCA	1
fc63cbab-d27a-5ebb-e040-11ac0c48724f.muat.tsv	Breast-AdenoCA	1
fc68c24d-47ad-7961-e040-11ac0c48595c.muat.tsv	Breast-AdenoCA	1
fc68e599-6a40-61dc-e040-11ac0d48700d.muat.tsv	Breast-AdenoCA	1
fc6d77a9-121b-48ab-a899-713c3d1319a2.muat.tsv	Breast-AdenoCA	1
fc78685a-7053-152a-e040-11ac0c480ded.muat.tsv	Breast-AdenoCA	1
fc7eb420-5c13-20bd-e040-11ac0d484574.muat.tsv	Breast-AdenoCA	1
fc7f8eeb-9c40-123e-e040-11ac0c484061.muat.tsv	Breast-AdenoCA	1
fc806c50-2f6e-418d-e040-11ac0d485f01.muat.tsv	Breast-AdenoCA	1
fc8130df-1bc2-c537-e040-11ac0d485de6.muat.tsv	Breast-AdenoCA	1
fc8130df-1cdd-cade-e040-11ac0d485dec.muat.tsv	Breast-AdenoCA	1
fc8130df-1e8f-c879-e040-11ac0d485df4.muat.tsv	Breast-AdenoCA	1
fc8130df-1f21-c8f9-e040-11ac0d485dfc.muat.tsv	Breast-AdenoCA	1
fc8130df-2211-cfcc-e040-11ac0d485dde.muat.tsv	Breast-AdenoCA	1
fc8130df-24d9-32f1-e040-11ac0d485df0.muat.tsv	Breast-AdenoCA	1
fc8130df-2628-304a-e040-11ac0d485dfa.muat.tsv	Breast-AdenoCA	1
fc8130df-297f-34a3-e040-11ac0d485e02.muat.tsv	Breast-AdenoCA	1
fc8130df-2ca4-39d2-e040-11ac0d485e00.muat.tsv	Breast-AdenoCA	1
fc8130df-2e39-3814-e040-11ac0d485de0.muat.tsv	Breast-AdenoCA	1
fc8130df-30a5-3e6a-e040-11ac0d485de2.muat.tsv	Breast-AdenoCA	1
fc8130df-3147-3e94-e040-11ac0d485df8.muat.tsv	Breast-AdenoCA	1
fc8130df-3225-3f96-e040-11ac0d485dfe.muat.tsv	Breast-AdenoCA	1
fc8130df-3361-3c8a-e040-11ac0d485dea.muat.tsv	Breast-AdenoCA	1
fc8130df-34f8-22c6-e040-11ac0d485de8.muat.tsv	Breast-AdenoCA	1
fc8130df-35ac-2304-e040-11ac0d485dda.muat.tsv	Breast-AdenoCA	1
fc8130df-6860-7677-e040-11ac0d485ddc.muat.tsv	Breast-AdenoCA	1
fc8130df-6977-7704-e040-11ac0d485de4.muat.tsv	Breast-AdenoCA	1
fc8130df-897d-5404-e040-11ac0d485e0a.muat.tsv	Breast-AdenoCA	1
fc8130df-8ec8-5b1e-e040-11ac0d485e06.muat.tsv	Breast-AdenoCA	1
fc8130df-90ba-5d94-e040-11ac0d485e0c.muat.tsv	Breast-AdenoCA	1
fc8130df-e399-e34d-e040-11ac0c483279.muat.tsv	Breast-AdenoCA	1
fc8130e0-08dd-b996-e040-11ac0c48327b.muat.tsv	Breast-AdenoCA	1
fc8130e0-095f-b953-e040-11ac0c483287.muat.tsv	Breast-AdenoCA	1
fc8130e0-096a-b991-e040-11ac0c48327d.muat.tsv	Breast-AdenoCA	1
fc8130e0-09f1-b964-e040-11ac0c48326e.muat.tsv	Breast-AdenoCA	1
fc8130e0-0b9c-bbc9-e040-11ac0c483266.muat.tsv	Breast-AdenoCA	1
fc8130e0-0c53-b432-e040-11ac0c483283.muat.tsv	Breast-AdenoCA	1
fc8130e0-0d25-b475-e040-11ac0c483277.muat.tsv	Breast-AdenoCA	1
fc8130e0-0db6-b568-e040-11ac0c483281.muat.tsv	Breast-AdenoCA	1
fc8130e0-0dcf-b558-e040-11ac0c483285.muat.tsv	Breast-AdenoCA	1
fc8130e0-0e1f-b54d-e040-11ac0c48326c.muat.tsv	Breast-AdenoCA	1
fc8130e0-0f1a-b6eb-e040-11ac0c48328f.muat.tsv	Breast-AdenoCA	1
fc8130e0-a538-dda3-e040-11ac0c483264.muat.tsv	Breast-AdenoCA	1
fc8130e0-a539-dda8-e040-11ac0c48326a.muat.tsv	Breast-AdenoCA	1
fc8130e0-a774-d834-e040-11ac0c483268.muat.tsv	Breast-AdenoCA	1
fc8130e0-a94d-d9d0-e040-11ac0c483262.muat.tsv	Breast-AdenoCA	1
fc8130e0-ad8a-b832-e040-11ac0d485e14.muat.tsv	Breast-AdenoCA	1
fc8130e0-aed2-bb2f-e040-11ac0d485e12.muat.tsv	Breast-AdenoCA	1
fc8130e2-f2ef-d096-e040-11ac0c483293.muat.tsv	Breast-AdenoCA	1
fc8130e3-01ba-c740-e040-11ac0c483291.muat.tsv	Breast-AdenoCA	1
fc8130e3-023d-c7d4-e040-11ac0c483295.muat.tsv	Breast-AdenoCA	1
fc8130e5-18b8-ef38-e040-11ac0c483297.muat.tsv	Breast-AdenoCA	1
fc81312a-99ae-7672-e040-11ac0c4832a2.muat.tsv	Breast-AdenoCA	1
fc81312a-d451-38fb-e040-11ac0c4832a4.muat.tsv	Breast-AdenoCA	1
fc8edf46-2005-1af4-e040-11ac0d481414.muat.tsv	Breast-AdenoCA	1
fc93b9ab-760a-5223-e040-11ac0c482177.muat.tsv	Breast-AdenoCA	1
fc9dbf68-4599-3c64-e040-11ac0d481623.muat.tsv	Breast-AdenoCA	1
fc9ef456-75a2-5967-e040-11ac0c484477.muat.tsv	Breast-AdenoCA	1
fc9f6916-da31-ab17-e040-11ac0c4808f3.muat.tsv	Breast-AdenoCA	1
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1.muat.tsv	Breast-AdenoCA	1
fca07e09-1fd2-9ef5-e040-11ac0d485bbd.muat.tsv	Breast-AdenoCA	1
fca3f7d0-2231-661c-e040-11ac0c4832fd.muat.tsv	Breast-AdenoCA	1
fca6150f-d555-a29e-e040-11ac0d4873b2.muat.tsv	Breast-AdenoCA	1
0332b017-17d5-4083-8fc4-9d6f8fdbbbde.muat.tsv	CNS-GBM	2
04339769-517c-448d-a7ca-951f83608c60.muat.tsv	CNS-GBM	2
08ac57ec-0036-4134-a9bb-f22eaa27ab0d.muat.tsv	CNS-GBM	2
1e27cc8a-5394-4958-9af6-5ece1fe24516.muat.tsv	CNS-GBM	2
25bee010-cc99-4af0-ba2f-fe4dd308be33.muat.tsv	CNS-GBM	2
2c71d542-1653-4d97-8752-f2fd05c7e75d.muat.tsv	CNS-GBM	2
2ce48f01-2f61-49d9-a56a-7438bf4a37d7.muat.tsv	CNS-GBM	2
2fdab641-d73b-4f9a-aa4c-c1944f131a69.muat.tsv	CNS-GBM	2
374cbd87-428e-4509-85c1-b7d3302c30a0.muat.tsv	CNS-GBM	2
39520be3-a2af-4189-acf4-9d239363333a.muat.tsv	CNS-GBM	2
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f.muat.tsv	CNS-GBM	2
4a1ad661-f6ae-44e8-b50b-72ff658ff22b.muat.tsv	CNS-GBM	2
4d7f2c74-862b-4aad-98e1-fa831f14a905.muat.tsv	CNS-GBM	2
53dec97d-0464-4ffd-8e2e-95b2b9a03af0.muat.tsv	CNS-GBM	2
56ffaa35-814c-4c0b-b3c6-d4514d34fec2.muat.tsv	CNS-GBM	2
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6.muat.tsv	CNS-GBM	2
65723119-bdfe-46f0-b629-c171023abd71.muat.tsv	CNS-GBM	2
6de41ac1-229b-40b9-a494-5588c284351d.muat.tsv	CNS-GBM	2
7cae6c0b-36fe-411b-bbba-093a4c846d84.muat.tsv	CNS-GBM	2
82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6.muat.tsv	CNS-GBM	2
841eb82b-347d-4d7f-805f-3f3701a2983d.muat.tsv	CNS-GBM	2
914421d2-898e-433e-bb66-b1710eaae2c7.muat.tsv	CNS-GBM	2
96e3db14-2bb1-4f68-aed6-5e794750c96e.muat.tsv	CNS-GBM	2
96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb.muat.tsv	CNS-GBM	2
9880c3c9-5685-42a7-8fe9-7585ea1a1d37.muat.tsv	CNS-GBM	2
a6957d15-453c-4f3b-ab8c-c38054dfe548.muat.tsv	CNS-GBM	2
a8f86b64-914c-4d89-897b-33bcdd1759f7.muat.tsv	CNS-GBM	2
b2d17671-d2e1-4c97-8b01-a976d5abe1d6.muat.tsv	CNS-GBM	2
b60392fb-43d9-4c9c-b91b-ded40492e61c.muat.tsv	CNS-GBM	2
b8151614-b08f-49a3-ab6f-2e780f765a17.muat.tsv	CNS-GBM	2
c065761d-f775-457f-bda0-4c7c257a701e.muat.tsv	CNS-GBM	2
c27290e4-6835-448a-abdc-df8ddd5f4630.muat.tsv	CNS-GBM	2
d1132127-1250-43af-9c16-425798a3d1a7.muat.tsv	CNS-GBM	2
d60f54f5-b154-42c4-99fb-cea4e7a33dc7.muat.tsv	CNS-GBM	2
eab71331-53d3-4cf5-96c9-5121a3962c27.muat.tsv	CNS-GBM	2
ece0f3a4-a204-4c52-bb1f-88d44a875b2e.muat.tsv	CNS-GBM	2
fca08ee9-b480-4dc7-be56-f1eb03b56f7c.muat.tsv	CNS-GBM	2
031962d6-fc7d-4c6c-9d47-ffa45997b249.muat.tsv	CNS-Medullo	3
03b5268e-881e-49e7-824f-170c3fc8b11b.muat.tsv	CNS-Medullo	3
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.muat.tsv	CNS-Medullo	3
0609b182-0396-4755-b463-10f949c5b8bb.muat.tsv	CNS-Medullo	3
0624eb1d-3aff-4037-a3c5-fc363a9edd02.muat.tsv	CNS-Medullo	3
0ba8f2e2-935a-4123-86aa-6e7f5de85bf4.muat.tsv	CNS-Medullo	3
0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0.muat.tsv	CNS-Medullo	3
0e1e628b-823a-4861-aa95-bed2fada7349.muat.tsv	CNS-Medullo	3
12d7121a-0345-4808-a819-09d6e3227bd5.muat.tsv	CNS-Medullo	3
13446fc4-9fa6-4bb3-a00a-b9265b41eb12.muat.tsv	CNS-Medullo	3
13c7065e-6780-4571-978e-a7c13078ff50.muat.tsv	CNS-Medullo	3
147e3496-514e-4da7-be42-7cd9be78ed04.muat.tsv	CNS-Medullo	3
14f41457-25c3-4979-8515-4f33322039a5.muat.tsv	CNS-Medullo	3
18f9240e-7acd-41eb-a154-c2a67a1cbe9b.muat.tsv	CNS-Medullo	3
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c.muat.tsv	CNS-Medullo	3
19b6b9d6-6912-4b85-a4bf-52014bcb170b.muat.tsv	CNS-Medullo	3
1bd74f92-47f6-427e-af6f-299c3a7fe023.muat.tsv	CNS-Medullo	3
1f8d8720-30ca-4057-90f7-a34b8383eafe.muat.tsv	CNS-Medullo	3
2009e5e7-1796-445b-8677-46b3804fe0bf.muat.tsv	CNS-Medullo	3
209a9b10-7129-48fe-a899-d14ba17efe6f.muat.tsv	CNS-Medullo	3
2321c412-7730-4694-bc8f-199d7e51a7f8.muat.tsv	CNS-Medullo	3
27847313-3b1e-47f2-84f1-acadaf265cf3.muat.tsv	CNS-Medullo	3
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87.muat.tsv	CNS-Medullo	3
30376989-7edb-4863-9496-1789eccef8c4.muat.tsv	CNS-Medullo	3
3166f1ae-678d-42ae-9d44-d3d25d6860c7.muat.tsv	CNS-Medullo	3
324adcfa-3fba-45b9-99f0-9d41c0c54d79.muat.tsv	CNS-Medullo	3
34b0c838-bf6c-4d0f-8cd2-d2928adbb539.muat.tsv	CNS-Medullo	3
35b951c0-edb0-47c4-9076-ede346ea7cb1.muat.tsv	CNS-Medullo	3
37c913e6-9ce5-4338-8849-b5bf7862d36a.muat.tsv	CNS-Medullo	3
391a949d-217a-472c-a6d4-80e548039684.muat.tsv	CNS-Medullo	3
3b399659-8302-428a-9c97-1e7b455c9c2f.muat.tsv	CNS-Medullo	3
3e1180a5-149c-4e6c-9a29-696e3ba567e3.muat.tsv	CNS-Medullo	3
3f3aff50-d71b-44af-85d4-f81e813ea420.muat.tsv	CNS-Medullo	3
436af904-65b2-4196-ad8c-a4e98081ee41.muat.tsv	CNS-Medullo	3
45614404-2149-4468-848c-0796e3757d62.muat.tsv	CNS-Medullo	3
492694a7-bb41-4128-a909-c424e7fc0c9e.muat.tsv	CNS-Medullo	3
49fa7e44-c86f-4b1f-8849-e5fe5b9de734.muat.tsv	CNS-Medullo	3
4a698352-25e6-4137-bef8-b6520d5b1b95.muat.tsv	CNS-Medullo	3
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2.muat.tsv	CNS-Medullo	3
4d121008-0987-4142-a2b8-7dac58f3110a.muat.tsv	CNS-Medullo	3
4d690424-b015-46ae-885d-aa6d9031f66f.muat.tsv	CNS-Medullo	3
4d6bb438-86f0-4414-962f-2b1cebee4524.muat.tsv	CNS-Medullo	3
4daa2708-d0db-40fe-a07a-763f003adcae.muat.tsv	CNS-Medullo	3
4e361622-f9a8-4e9b-a89e-19bafebe1d6a.muat.tsv	CNS-Medullo	3
518d6c1b-8234-40be-9560-6d383d5866fa.muat.tsv	CNS-Medullo	3
51dd1a39-7349-442c-b7e1-7850fb800569.muat.tsv	CNS-Medullo	3
55c75a2a-f3d2-4469-9d23-604cf539d548.muat.tsv	CNS-Medullo	3
571ce258-b453-4cac-b05e-05755791be84.muat.tsv	CNS-Medullo	3
573ee34b-43a7-40d8-95ee-0ced4b46a7c8.muat.tsv	CNS-Medullo	3
589daa3f-0b76-4c9c-b494-048955e36052.muat.tsv	CNS-Medullo	3
59bfcb53-91c1-4dce-856a-f4afc8fa6224.muat.tsv	CNS-Medullo	3
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.muat.tsv	CNS-Medullo	3
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4.muat.tsv	CNS-Medullo	3
