prep_path	class_name	class_index
fc8130df-6860-7677-e040-11ac0d485ddc.muat.tsv	Breast-AdenoCA	1
ec646623-6d33-4fbd-888e-89f55d82eb11.muat.tsv	Panc-AdenoCA	12
26de406e-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
cc6ab103-f07c-4b80-8c8e-cddc8a4da02e.muat.tsv	CNS-Medullo	2
09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523.muat.tsv	Panc-AdenoCA	12
469eddf2-6e02-46bf-820f-6296a2b776e2.muat.tsv	Head-SCC	5
7e036d40-b669-4929-a1e2-c4736e01a473.muat.tsv	Stomach-AdenoCA	16
53e6a756-bdcc-4217-afe7-27d776159544.muat.tsv	Panc-AdenoCA	12
141918cd-3e23-45bc-96e1-b208c80f69e7.muat.tsv	Kidney-RCC	6
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b.muat.tsv	Lymph-CLL	9
8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6.muat.tsv	Lymph-CLL	9
87e0b332-60f3-4d59-8c4e-691a820c9ee1.muat.tsv	Kidney-RCC	6
9ec31146-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
0c0038ff-6cc8-b0b0-e050-11ac0d483d73.muat.tsv	Prost-AdenoCA	14
a2034620-e4b5-4d4f-ac05-7fc1c098eb40.muat.tsv	Kidney-RCC	6
b8068cbb-4523-4ac9-ab17-edd4eb0e2975.muat.tsv	Panc-Endocrine	13
351db483-a70e-496d-b70a-7449875121ee.muat.tsv	Skin-Melanoma	15
fc8130df-e399-e34d-e040-11ac0c483279.muat.tsv	Breast-AdenoCA	1
c00d925a-ca4d-4561-a8f2-d4542f218086.muat.tsv	Lymph-CLL	9
b75b2663-dcc6-411c-bfcc-574aa33cf388.muat.tsv	Ovary-AdenoCA	11
27847313-3b1e-47f2-84f1-acadaf265cf3.muat.tsv	CNS-Medullo	2
cc7bba1d-8990-4557-a565-9cff1085f023.muat.tsv	Lymph-BNHL	8
cc7af465-22ed-485d-a78c-282b840bf7c9.muat.tsv	Panc-AdenoCA	12
f82d213f-9ba5-7b6b-e040-11ac0c486882.muat.tsv	Bone-Osteosarc	0
1d91f9c7-67ba-4606-9f0a-01ec6fc08262.muat.tsv	Prost-AdenoCA	14
384ef419-ee94-4563-9237-236fddeb4b64.muat.tsv	Eso-AdenoCA	4
d182b67c-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
f640d377-98e9-41d3-8761-61eb33072c65.muat.tsv	Prost-AdenoCA	14
06018aae-1107-4899-bd24-14e6b1f94709.muat.tsv	CNS-PiloAstro	3
de99a4de-e916-4572-ac9e-73e341827229.muat.tsv	Lymph-CLL	9
d17c2123-d262-43f4-9d06-3547f991cde7.muat.tsv	CNS-Medullo	2
b55751c4-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
b061cb06-e927-4f24-82bb-9e651f7ae0e3.muat.tsv	CNS-Medullo	2
2c9c50ff-01d9-4703-931b-04119178706f.muat.tsv	Prost-AdenoCA	14
ffad9288-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
887616c5-06a7-4e83-948c-3546202349fb.muat.tsv	Prost-AdenoCA	14
6dc43234-4f07-4c53-8b07-8d78d9dbad3b.muat.tsv	Panc-Endocrine	13
1d1eeba2-4d7b-4380-b0b6-26d246bc4158.muat.tsv	Lymph-BNHL	8
f7f66114-e321-1d4c-e040-11ac0d48541a.muat.tsv	Breast-AdenoCA	1
c6224ab0-74f5-4f0a-9fe0-c083f806c853.muat.tsv	CNS-Medullo	2
77bf9514-88da-473b-9a91-f669ef3cd343.muat.tsv	Liver-HCC	7
fc8130df-8ec8-5b1e-e040-11ac0d485e06.muat.tsv	Breast-AdenoCA	1
c021b61c-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
50515723-b495-42a9-8750-e3da288bf6a3.muat.tsv	Kidney-RCC	6
e9445993-854d-44fc-a063-eacf70222fdf.muat.tsv	Liver-HCC	7
a4beedc3-0e96-4e1c-90b4-3674dfc01786.muat.tsv	Panc-Endocrine	13
42e92d78-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
72f82fbd-9838-4082-b605-bc3d80226f16.muat.tsv	Panc-AdenoCA	12
f8407106-8a96-8f85-e040-11ac0d481656.muat.tsv	Bone-Osteosarc	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9.muat.tsv	Panc-AdenoCA	12
d2620dab-4319-499a-b8f1-9575aaf8f4f3.muat.tsv	Skin-Melanoma	15
fe083d2d-d088-4ac1-825b-8c5bbfe974ac.muat.tsv	Prost-AdenoCA	14
f91d1645-9b68-edbb-e040-11ac0c4854d8.muat.tsv	Myeloid-MPN	10
0fc63b79-7fff-441d-88fc-922d53c787ab.muat.tsv	Panc-AdenoCA	12
f0768c67-f38c-40a8-8f27-81a927fb5dca.muat.tsv	Liver-HCC	7
f8e61a02-8c03-ad45-e040-11ac0d481b62.muat.tsv	Myeloid-MPN	10
5f94cb62-4019-47ff-bf6a-eeda8e9e033c.muat.tsv	Panc-AdenoCA	12
ffa976f0-aa60-4867-842e-361afa7d68ac.muat.tsv	Lymph-CLL	9
7eb0f792-858f-45d1-a908-125b02ea1506.muat.tsv	Stomach-AdenoCA	16
f937fc8b-6fa7-12fd-e040-11ac0d4850f9.muat.tsv	Myeloid-MPN	10
8fc11cb6-9d79-41c3-bb45-0dadda890e8d.muat.tsv	Lymph-BNHL	8
66290cc6-1f1f-4a0b-83d1-423952da4840.muat.tsv	Panc-AdenoCA	12
513bafce-375c-49b0-ae75-6c607abd05d8.muat.tsv	Lymph-CLL	9
e2b09705-c5c8-48ee-a90e-19648a7bf2cb.muat.tsv	Lymph-BNHL	8
35f82a33-bde2-47e2-8aba-ff1fd5920219.muat.tsv	Liver-HCC	7
f8f0a423-1a3e-4fcc-e040-11ac0c481cb6.muat.tsv	Myeloid-MPN	10
1fdab6a6-7346-4229-aa8d-5dbd258f0c60.muat.tsv	Head-SCC	5
005e85a3-3571-462d-8dc9-2babfc7ace21.muat.tsv	Prost-AdenoCA	14
49795e42-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
32fa6457-c8bd-4d26-8106-925baf13df68.muat.tsv	Panc-AdenoCA	12
70c2f91e-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
67a2e34f-454e-4253-8f22-262fc74d312c.muat.tsv	CNS-PiloAstro	3
1f5e70c1-c5de-49e7-941a-46e11a4f4416.muat.tsv	Prost-AdenoCA	14
acd510de-b732-4a1a-8b72-6d22e763540b.muat.tsv	Ovary-AdenoCA	11
ea351a5c-2982-4499-b631-c003deff7d33.muat.tsv	CNS-PiloAstro	3
9321341c-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
63faa59e-6649-412e-823a-338d0662ec72.muat.tsv	Prost-AdenoCA	14
7eac4710-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
0bfd1043-7343-fdd0-e050-11ac0c484cab.muat.tsv	Prost-AdenoCA	14
982b58c4-02b3-4e7d-8af0-4b133d0c7e50.muat.tsv	Prost-AdenoCA	14
5beafbbb-4613-4bab-977a-11c865e13a84.muat.tsv	CNS-Medullo	2
dc4ba4bc-6333-4fe9-8805-e058cc9e6e18.muat.tsv	Panc-Endocrine	13
0bfd1068-3fe1-a95b-e050-11ac0c4860c3.muat.tsv	Prost-AdenoCA	14
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed.muat.tsv	Lymph-BNHL	8
0168a2a6-c3af-4d58-a51c-d33f0fc7876d.muat.tsv	Kidney-RCC	6
a13ee768-1423-4fcc-b663-caaf6694acb3.muat.tsv	CNS-PiloAstro	3
aa2654f4-94f9-487a-b415-85df69261161.muat.tsv	CNS-PiloAstro	3
fc8130df-2e39-3814-e040-11ac0d485de0.muat.tsv	Breast-AdenoCA	1
9e842227-2bc6-4185-bedb-abeb03836b51.muat.tsv	Lymph-BNHL	8
e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.muat.tsv	CNS-PiloAstro	3
b1d2457d-3267-46ba-9fdf-663985e60538.muat.tsv	CNS-PiloAstro	3
89f34810-19c6-47bc-981d-98498b013686.muat.tsv	CNS-PiloAstro	3
c13fb736-614c-4d5f-83bf-2d7586f4fb53.muat.tsv	Panc-AdenoCA	12
7f9382a5-f6da-4fe8-93ad-6adc91f508fa.muat.tsv	CNS-PiloAstro	3
3e68233a-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
108b67d4-5d66-46da-8675-6acae643b76f.muat.tsv	Prost-AdenoCA	14
3c78970e-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
43206cb7-787d-4f68-8019-55e8585c4b4d.muat.tsv	Liver-HCC	7
63762458-902a-4329-a823-703b54cb5f9d.muat.tsv	Skin-Melanoma	15
7243992d-0763-4b75-8066-e8e5309d0193.muat.tsv	Panc-Endocrine	13
e93b0979-65ef-4883-9b6e-39eb17966e66.muat.tsv	Eso-AdenoCA	4
fc447d55-95d8-0b34-e040-11ac0d483afa.muat.tsv	Breast-AdenoCA	1
532259b8-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
7410c00d-ed0b-48dc-a4bf-eb76ac613980.muat.tsv	Panc-AdenoCA	12
f393bb08-4121-cad8-e040-11ac0d484535.muat.tsv	Breast-AdenoCA	1
3da169e8-844a-4eee-b794-a2eb81db779a.muat.tsv	Eso-AdenoCA	4
5714b52d-7048-41b5-8141-bf42d960abe4.muat.tsv	CNS-PiloAstro	3
eda1d8d9-e8f5-46f2-bb16-15d0b10c2cf9.muat.tsv	Stomach-AdenoCA	16
0bfd1068-3fc5-a95b-e050-11ac0c4860c3.muat.tsv	Prost-AdenoCA	14
da1ed4b9-f428-48aa-834d-1d9673999044.muat.tsv	Panc-AdenoCA	12
fca04929-586a-0594-e040-11ac0c48099d.muat.tsv	Prost-AdenoCA	14
2828e5e6-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
2660825c-68f0-4631-948e-6da158edbe9e.muat.tsv	Panc-Endocrine	13
4d690424-b015-46ae-885d-aa6d9031f66f.muat.tsv	CNS-Medullo	2
bbdd7393-024b-4073-b5bc-ef7a68c15b8a.muat.tsv	Panc-AdenoCA	12
b27b569a-2c79-4453-8a2d-41fd0b4dd28d.muat.tsv	Panc-Endocrine	13
cdf045a6-ab6a-4dc5-b0b0-d72fbb26b0bb.muat.tsv	Kidney-RCC	6
687baf0b-aed9-4ab2-adb6-556a1d177a24.muat.tsv	Lymph-BNHL	8
e4aaca83-3ae9-47f6-a975-c144767ad705.muat.tsv	Ovary-AdenoCA	11
fc9f998b-cc72-f6ea-e040-11ac0c482425.muat.tsv	Prost-AdenoCA	14
08b5d0e4-4661-460e-a9f7-f2e687414711.muat.tsv	Skin-Melanoma	15
fc8130df-297f-34a3-e040-11ac0d485e02.muat.tsv	Breast-AdenoCA	1
78bd2aa8-e5f6-4b4b-96f0-d406fbdbcee8.muat.tsv	Lymph-BNHL	8
20e02396-e676-412d-9724-44a428919cdb.muat.tsv	Skin-Melanoma	15
8c0a7dfa-6ec3-4262-b718-c3605722df37.muat.tsv	Prost-AdenoCA	14
fc8130df-6bec-7627-e040-11ac0d485e04.muat.tsv	Breast-AdenoCA	1
8888e808-594b-4c76-b2e4-62aa56736f7c.muat.tsv	Ovary-AdenoCA	11
8cbd1752-7eea-46d3-8623-09e96dfb1fdf.muat.tsv	Panc-Endocrine	13
f9c1df10-25b8-c8ae-e040-11ac0d486375.muat.tsv	Prost-AdenoCA	14
d0f4dd92-a63b-4766-8889-5327fca1bd91.muat.tsv	Prost-AdenoCA	14
cf777ef1-765f-4828-b789-f5aa6722eb35.muat.tsv	Liver-HCC	7
e541b5b9-546d-47bc-acd6-4006ce0eec1d.muat.tsv	Panc-Endocrine	13
9c399826-087f-44b9-98c0-bd881646b0f4.muat.tsv	Panc-AdenoCA	12
0bfd1068-3fd8-a95b-e050-11ac0c4860c3.muat.tsv	Prost-AdenoCA	14
9563a264-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
f9c650e7-9053-78eb-e040-11ac0d4874bb.muat.tsv	Prost-AdenoCA	14
64623aaa-a274-4baa-8b71-958d9c8df733.muat.tsv	Eso-AdenoCA	4
48624a82-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
65be412d-46c3-4cbf-9b46-b35351e53065.muat.tsv	Stomach-AdenoCA	16
3a18aa52-b6e2-4d03-ad05-ef99d653f0e0.muat.tsv	Eso-AdenoCA	4
1c1c6494-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
eb588266-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
cc792058-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
72b62805-76f9-476a-b876-a781e69a2c90.muat.tsv	CNS-Medullo	2
0bfe2ac9-0aff-c248-e050-11ac0d487e1c.muat.tsv	Prost-AdenoCA	14
a319188c-6b80-4228-8f2b-8f423c0fcf97.muat.tsv	Prost-AdenoCA	14
83d57c5c-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
fc5dc6d8-62d2-76d8-e040-11ac0d4863c3.muat.tsv	Breast-AdenoCA	1
0040b1b6-b07a-4b6e-90ef-133523eaf412.muat.tsv	Liver-HCC	7
0bfd1068-3fe4-a95b-e050-11ac0c4860c3.muat.tsv	Prost-AdenoCA	14
3e6a17f9-c249-41b6-ba49-55aaa39d21c5.muat.tsv	Eso-AdenoCA	4
122bf0a9-8052-49da-a9d7-0e5de9ab7032.muat.tsv	Prost-AdenoCA	14
718c5a31-6b19-4f68-9fb9-79b0c00d64a5.muat.tsv	CNS-PiloAstro	3
d9338d73-1d5e-4808-91f2-b5a09f7342de.muat.tsv	CNS-Medullo	2
f7f3e156-0dde-72b9-e040-11ac0d48542c.muat.tsv	Breast-AdenoCA	1
889fb525-5055-4408-a12e-17f1225c9d29.muat.tsv	CNS-Medullo	2
c298ec82-8305-4c89-898f-268308f782b2.muat.tsv	Kidney-RCC	6
72a27124-24b9-41f7-a065-774fdf5f7d19.muat.tsv	Kidney-RCC	6
3e7ccab5-5b1d-4147-b907-77cab8f0837e.muat.tsv	Lymph-BNHL	8
bdeeb1a6-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
fc8130df-3225-3f96-e040-11ac0d485dfe.muat.tsv	Breast-AdenoCA	1
01b0848c-ae36-4ade-a3da-d297b003c99f.muat.tsv	Panc-AdenoCA	12
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f.muat.tsv	CNS-Medullo	2
41dba8d1-8aad-474c-a82b-20b28ab818bd.muat.tsv	Lymph-BNHL	8
142b6dbf-c943-4a7d-8ab6-13a975f48d7a.muat.tsv	Skin-Melanoma	15
b5cc4a6d-93a9-497c-a7bb-a5db82edc176.muat.tsv	Panc-Endocrine	13
e99ccc0c-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
c4c776f8-ee3f-4cce-beb9-8dcf262cdcdf.muat.tsv	CNS-Medullo	2
e07affb1-b6b2-40a4-9c54-0e72f5ea5045.muat.tsv	Panc-Endocrine	13
e04bcdff-3206-4c25-bae9-09f0222b074a.muat.tsv	Skin-Melanoma	15
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf.muat.tsv	Eso-AdenoCA	4
e23c591e-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
c2ec7f57-8510-4bbf-a2e9-dbd9ce8dcad1.muat.tsv	Ovary-AdenoCA	11
72c22a8c-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
6c306cbe-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
55c75a2a-f3d2-4469-9d23-604cf539d548.muat.tsv	CNS-Medullo	2
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c.muat.tsv	CNS-Medullo	2
3935af50-d992-4430-9909-e688347aead9.muat.tsv	CNS-PiloAstro	3
54354d24-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
bc9b66f5-fcb8-4545-ab2d-438bb810edc0.muat.tsv	Ovary-AdenoCA	11
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68.muat.tsv	Lymph-CLL	9
de4faf55-1bcf-427f-b019-829bb4b64ff1.muat.tsv	Prost-AdenoCA	14
9db994a0-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
6a0d0c42-1884-4c6a-936a-678a822c0936.muat.tsv	Eso-AdenoCA	4
f82d213f-caa7-fd59-e040-11ac0d483e46.muat.tsv	Bone-Osteosarc	0
a92023de-5c97-4bf2-aa3c-0e768d7c5ece.muat.tsv	Eso-AdenoCA	4
bf24366f-fd91-4d84-8b3d-eed80064250d.muat.tsv	CNS-Medullo	2
94431626-c622-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
b0f3087b-6f9c-47e9-b487-6726af1cb90b.muat.tsv	Prost-AdenoCA	14
cf6c7066-6611-43ec-aef1-295a976cce5b.muat.tsv	Ovary-AdenoCA	11
0dd39eca-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
ce85ccf3-6621-4976-b187-2f28d45dd4d9.muat.tsv	Lymph-BNHL	8
a08c196e-4f96-4b16-94b4-aa6a0153ac50.muat.tsv	Eso-AdenoCA	4
d6ee68e5-ceb3-4a63-b3bd-e64fe5398102.muat.tsv	Lymph-BNHL	8
f0f2030e-17fd-4dd9-9104-899e59d72ed8.muat.tsv	Prost-AdenoCA	14
f60007b3-0603-4ad1-8b47-d2d4c4c621e4.muat.tsv	Lymph-BNHL	8
a37a825c-d74e-46cc-92ef-b65016857b4a.muat.tsv	Eso-AdenoCA	4
1cd0acf2-3116-4dfa-a063-0a435b9f6da3.muat.tsv	Skin-Melanoma	15
fca3f7d0-2231-661c-e040-11ac0c4832fd.muat.tsv	Breast-AdenoCA	1
1358ff92-4db9-4e42-b63a-984a7bea425a.muat.tsv	CNS-PiloAstro	3
abe290ed-67c8-42bb-84f7-0d32a5f8f3db.muat.tsv	Eso-AdenoCA	4
0be08326-c623-11e3-bf01-24c6515278c0.muat.tsv	Liver-HCC	7
45d0ccb2-641f-4348-b3a8-61f4113cd85b.muat.tsv	Prost-AdenoCA	14
fc8130df-2d5f-3b53-e040-11ac0d485dee.muat.tsv	Breast-AdenoCA	1
